Distribuidora;Codigo;Descripcion;Margen
ARNOIA;F96;LIBROS PORTICO;0.00
ARNOIA;303;LIBROS VARIOS;0.00
ARNOIA;M14;LIBRUM TREMENS;0.00
ARNOIA;914;LIBSA;0.00
ARNOIA;A47;LID;0.00
ARNOIA;C12;LIDEL;0.00
ARNOIA;Q94;LIDEL SAUDE;0.00
ARNOIA;C24;LIEBRE DE MARZO;0.00
ARNOIA;H65;LINCE;0.00
ARNOIA;B10;LINGUA LUDICA;0.00
ARNOIA;J53;LINKGUA;0.00
ARNOIA;I91;LINKS BOOKS;0.00
ARNOIA;777;LINTEO;0.00
ARNOIA;Q81;LINTERNA SORDA;0.00
ARNOIA;E33;LIPPINCOTT WILLIAMS & WILKINS;0.00
ARNOIA;M68;LISBOA EDITORA;0.00
ARNOIA;671;LISMA EDICIONES;0.00
ARNOIA;202;LISMA EDICIONES;0.00
ARNOIA;I87;LITERA;0.00
ARNOIA;320;LITERATURA GRIS;0.00
ARNOIA;846;LITORAL;0.00
ARNOIA;Q75;LITTLE BROWN;0.00
ARNOIA;M00;LIVRE DE POCHE;0.00
ARNOIA;Q89;LIVROS BRASIL;0.00
ARNOIA;301;LKG.LANGENSCHEIDT;0.00
ARNOIA;760;LLAUT/LLAGUT;0.00
ARNOIA;Q08;LLEONARD MUNTANER;0.00
ARNOIA;H66;LLIBRES DE L'INDEX;0.00
ARNOIA;O11;LLIBRES DELICTE;0.00
ARNOIA;B13;LO QUE NO EXISTE;0.00
ARNOIA;P58;LOAN;0.00
ARNOIA;P11;LOCTITE;0.00
ARNOIA;P87;LOCTITE;0.00
ARNOIA;R10;LOEWE VERLAG;0.00
ARNOIA;G02;LOGI  -LIBROS;0.00
ARNOIA;C65;LOGINTEGRAL;0.00
ARNOIA;208;LOGUEZ EDICIONES;0.00
ARNOIA;Y26;LOM EDICIONES;0.00
ARNOIA;Q49;LONGANESI;0.00
ARNOIA;118;LONGMAN;0.00
ARNOIA;891;LOS CUATRO AZULES;0.00
ARNOIA;H14;LOSTREGO;0.00
ARNOIA;636;LOTE;0.00
ARNOIA;Q28;LUA DE PAPEL;0.00
ARNOIA;461;LUAL EDICIONES;0.00
ARNOIA;Q11;LUBBE;0.00
ARNOIA;142;LUCA DE TENA;0.00
ARNOIA;O14;LUCERNA;0.00
ARNOIA;E23;LUCES GALIBO;0.00
ARNOIA;J83;LUCIERNAGA CATALAN;0.00
ARNOIA;11;LUCIERNAGA EDICIONES;0.00
ARNOIA;500;LUMEN;0.00
ARNOIA;G76;LUNARIO;0.00
ARNOIA;699;LUNWERG EDITORES;0.00
ARNOIA;C95;LUPITA BOOKS;0.00
ARNOIA;C62;LUPITA BOOKS;0.00
ARNOIA;I92;LUSO  -ESPAÑOLA DE EDICIONES;0.00
ARNOIA;Y97;LXL EDITORIAL;0.00
ARNOIA;858;LYNX;0.00
ARNOIA;L57;LYNX HANDBOOK;0.00
ARNOIA;P66;LYRA;0.00
ARNOIA;B22;L´ARCA;0.00
ARNOIA;F59;L´AUDITORI;0.00
ARNOIA;A82;L´ENCICLOPEDIA;0.00
ARNOIA;Y71;M  -YBOOKS.CO.UK (IBD);0.00
ARNOIA;M50;MACADAN;0.00
ARNOIA;R03;MACAO EDITORA;0.00
ARNOIA;K14;MACBA;0.00
ARNOIA;145;MACMILLAN;0.00
ARNOIA;YA9;MACRO EDITORIAL (IBD);0.00
ARNOIA;M26;MACRO EDIZIONI;0.00
ARNOIA;J34;MAD IS MAD SL;0.00
ARNOIA;781;MAEVA EDICIONES;0.00
ARNOIA;K67;MAGAZZINI SALANI;0.00
ARNOIA;P21;MAGIC FLYER;0.00
ARNOIA;43;MAGISTERIO;0.00
ARNOIA;E18;MAIA;0.00
ARNOIA;F83;MAINOME;0.00
ARNOIA;K51;MAISON DES LANGUES;0.00
ARNOIA;279;MALABAR EDITORIAL;0.00
ARNOIA;O55;MALES HERBES;0.00
ARNOIA;H67;MALHIVERN;0.00
ARNOIA;O39;MALHIVERN;0.00
ARNOIA;O66;MALINKA;0.00
ARNOIA;M35;MALPASO;0.00
ARNOIA;M11;MANANTIAL;0.00
ARNOIA;Q27;MANCHESTER UP;0.00
ARNOIA;E51;MANDALA;0.00
ARNOIA;Q40;MANDALA (MARC AMS);0.00
ARNOIA;990;MANDRAGORA;0.00
ARNOIA;P73;MANIPULADOS ZORRILLA;0.00
ARNOIA;P34;MANLEY;0.00
ARNOIA;O27;MANNING;0.00
ARNOIA;Y64;MANOLE EDITORA;0.00
ARNOIA;F07;MANUAL MODERNO;0.00
ARNOIA;195;MAPES DE NAVEGACIO S.L.;0.00
ARNOIA;56;MAPFRE;0.00
ARNOIA;H34;MAPFRE  -COLEX;0.00
ARNOIA;R05;MAR DA PALAVRA;0.00
ARNOIA;F62;MAR EDITOR;0.00
ARNOIA;200;MARABOUT;0.00
ARNOIA;Q13;MARAVILLAS DE;0.00
ARNOIA;K79;MARBAN;0.00
ARNOIA;H68;MARBOT;0.00
ARNOIA;576;MARBOT;0.00
ARNOIA;J24;MARCIAL PONS;0.00
ARNOIA;947;MARCIAL PONS;0.00
ARNOIA;E48;MARCIAL PONS;0.00
ARNOIA;H88;MARCIANAS EDICIONES;0.00
ARNOIA;B45;MARCOMBO;0.00
ARNOIA;57;MARE NOSTRUM;0.00
ARNOIA;463;MARFIL;0.00
ARNOIA;H44;MARGE BOOKS;0.00
ARNOIA;P83;MARIOLA;0.00
ARNOIA;C77;MARJAL;0.00
ARNOIA;875;MARLOW;0.00
ARNOIA;546;MARTINEZ ROCA;0.00
ARNOIA;E84;MARVEL;0.00
ARNOIA;132;MARY GLASGOW MAGAZINES;0.00
ARNOIA;Y85;MASONICA (IBD);0.00
ARNOIA;403;MASPE;0.00
ARNOIA;611;MAXIMINO FERNANDEZ SENDIN;0.00
ARNOIA;C23;MAXTOR;0.00
ARNOIA;332;MC GRAW HILL INTERAMERICANA;0.00
ARNOIA;C07;MCSPORTS, SL;0.00
ARNOIA;G68;MCU MINISTERIO CULTURA;0.00
ARNOIA;G38;MD INTERIOR;0.00
ARNOIA;G89;ME SAIF;0.00
ARNOIA;A90;MEDIALIVE;0.00
ARNOIA;G58;MEDICI;0.00
ARNOIA;E95;MEDITERRANIA;0.00
ARNOIA;298;MELUSINA EDITORIAL;0.00
ARNOIA;615;MEMORIA ARTIUM;0.00
ARNOIA;C45;MENOSCUARTO;0.00
ARNOIA;B35;MENSAJERO;0.00
ARNOIA;C87;MERAN;0.00
ARNOIA;F98;MESTAS EDICIONES;0.00
ARNOIA;B20;METAFORA;0.00
ARNOIA;D66;METEORA;0.00
ARNOIA;Q44;METEORA;0.00
ARNOIA;218;MICHELIN;0.00
ARNOIA;O08;MICOMICONA EDICIONES;0.00
ARNOIA;555;MIDAC VARIOS;0.00
ARNOIA;E79;MIGUEL GOMEZ EDICIONES;0.00
ARNOIA;A21;MIL Y UN CUENTOS;0.00
ARNOIA;P29;MILAN;0.00
ARNOIA;P90;MILAN DISEÑO;0.00
ARNOIA;H87;MILENIO EDITORIAL;0.00
ARNOIA;Q68;MILRAZONES;0.00
ARNOIA;A83;MINA;0.00
ARNOIA;G08;MINIST.EDUCACION,CULTURA Y DEP;0.00
ARNOIA;K54;MINISTERIO DE FOMENTO;0.00
ARNOIA;243;MINUIT;0.00
ARNOIA;C90;MINUSCULA;0.00
ARNOIA;264;MINUSCULA EDITORIAL;0.00
ARNOIA;P59;MIQUELRIUS;0.00
ARNOIA;42;MIRA EDITORES,S.A.;0.00
ARNOIA;596;MIRAGUANO;0.00
ARNOIA;M23;MIRET;0.00
ARNOIA;G94;MIRET EDITORIAL;0.00
ARNOIA;B62;MIRMANDA;0.00
ARNOIA;627;MISCELANEA EDITORES;0.00
ARNOIA;683;MIXING;0.00
ARNOIA;M74;MK3 EDICIONES;0.00
ARNOIA;741;MM PUBLICATIONS;0.00
ARNOIA;G09;MNAC;0.00
ARNOIA;874;MODUS LABORANDI;0.00
ARNOIA;K91;MOITO CONTON;0.00
ARNOIA;59;MOLINO;0.00
ARNOIA;Y87;MOLWICK (IBD);0.00
ARNOIA;Q43;MON DE LLIBRES;0.00
ARNOIA;315;MONDADORI;0.00
ARNOIA;F84;MONDADORI ARNOLDO;0.00
ARNOIA;870;MONO AZUL;0.00
ARNOIA;D82;MONSA;0.00
ARNOIA;H38;MONTAÑAS DE PAPEL;0.00
ARNOIA;C80;MONTE CARMELO;0.00
ARNOIA;473;MONTENA;0.00
ARNOIA;783;MONTESINOS;0.00
ARNOIA;P53;MONTICHELVO;0.00
ARNOIA;J75;MONTSE FAJARDO;0.00
ARNOIA;C79;MORA ENCANTADA;0.00
ARNOIA;684;MORANSAL;0.00
ARNOIA;275;MORATA EDITORIAL;0.00
ARNOIA;G43;MORSA;0.00
ARNOIA;G79;MOSBY;0.00
ARNOIA;590;MUCHNIK  -EL ALEPH;0.00
ARNOIA;F12;MULTIMEDICA;0.00
ARNOIA;B32;MUNDIPRENSA;0.00
ARNOIA;H37;MUNDO CONOCIDO;0.00
ARNOIA;M51;MUNDO VEGETARIANO;0.00
ARNOIA;B09;MUNDOS EPICOS;0.00
ARNOIA;I94;MURALI;0.00
ARNOIA;O65;MURALI;0.00
ARNOIA;H84;MYCELIA BOOKS;0.00
ARNOIA;P56;MYRGA;0.00
ARNOIA;Y10;MYTHICA EDICIONES;0.00
ARNOIA;A15;N.A (NUEVA ACROPOLIS);0.00
ARNOIA;572;NABLA EDICIONES;0.00
ARNOIA;L80;NABU PRESS;0.00
ARNOIA;852;NADAL  -ARCADA S.L.;0.00
ARNOIA;925;ÑAQUE;0.00
ARNOIA;C27;NARCEA;0.00
ARNOIA;D06;NARVAL;0.00
ARNOIA;691;NATIONAL GEOGRAPHIC;0.00
ARNOIA;F99;NATURAL EDICIONES;0.00
ARNOIA;A48;NATURART;0.00
ARNOIA;935;NAU LLIBRES;0.00
ARNOIA;L27;NAUCLERO;0.00
ARNOIA;A11;NAUSICAA;0.00
ARNOIA;152;NAUTICAFACIL;0.00
ARNOIA;I39;NAUTILUS COMUNICACIO Y CULTURA;0.00
ARNOIA;L03;NAVONA;0.00
ARNOIA;L07;NED EDICIONES;0.00
ARNOIA;F47;NEED EDICIONES;0.00
ARNOIA;412;NEFER EDITORIAL;0.00
ARNOIA;178;NELSON;0.00
ARNOIA;Y57;NEMESIO NOREÑA ORTIZ;0.00
ARNOIA;J56;NEO  -PERSON;0.00
ARNOIA;593;NEREA;0.00
ARNOIA;Y47;NEUROSALES;0.00
ARNOIA;L88;NEVERLAND;0.00
ARNOIA;B01;NEVSKY PROSPECTS;0.00
ARNOIA;Q84;NEW ERA PUBLICATIONS;0.00
ARNOIA;577;NGV VEMAG  -VERLAGS;0.00
ARNOIA;H48;NIGRA  -TREA;0.00
ARNOIA;Q50;NINTH EDITORIAL;0.00
ARNOIA;915;NIVOLA;0.00
ARNOIA;G92;NOA EDICIONES;0.00
ARNOIA;547;NOBEL EDICIONES;0.00
ARNOIA;882;NOCTURNA EDICIONES;0.00
ARNOIA;485;NOGUER (INFANTIL  -JUVENIL);0.00
ARNOIA;917;NORAY;0.00
ARNOIA;H69;NORDICA;0.00
ARNOIA;284;NORDICA LIBROS;0.00
ARNOIA;838;NORMA EDITORIAL;0.00
ARNOIA;F48;NORTESUR;0.00
ARNOIA;156;NORTON;0.00
ARNOIA;242;NOSSA Y J.EDITORES;0.00
ARNOIA;589;NOTORIOUS;0.00
ARNOIA;A08;NOUS;0.00
ARNOIA;O84;NOVA CASA EDITORIAL;0.00
ARNOIA;K24;NOVA GALICIA EDICIONS;0.00
ARNOIA;O15;NOVA TERRA;0.00
ARNOIA;J57;NOVAERA;0.00
ARNOIA;454;NOW BOOKS;0.00
ARNOIA;Y46;NOW CUBA;0.00
ARNOIA;836;NOWTILUS EDITORIAL;0.00
ARNOIA;F55;NUBE DE TINTA;0.00
ARNOIA;L21;NUBEOCHO;0.00
ARNOIA;Q05;NUBEOCHO;0.00
ARNOIA;D57;NUEVAS INICIATIVAS;0.00
ARNOIA;659;NUMA EDITORIAL;0.00
ARNOIA;J50;O FAIADO;0.00
ARNOIA;E36;OB STARE;0.00
ARNOIA;Q71;OBELISCO;0.00
ARNOIA;160;OBELISCO EDICIONES;0.00
ARNOIA;687;OBERON;0.00
ARNOIA;Y63;OBERTA UOC PUBLISHING (IBD);0.00
ARNOIA;378;OBRADOIRO;0.00
ARNOIA;E07;OCEANO  -AMBAR;0.00
ARNOIA;465;OCEANO S.L.;0.00
ARNOIA;709;OCHO MEDIO;0.00
ARNOIA;D34;OCTAEDRO CATALAN;0.00
ARNOIA;483;OCTAEDRO EDICIONES;0.00
ARNOIA;A57;ODISEA;0.00
ARNOIA;G01;OERAL EDICIONES;0.00
ARNOIA;K46;OFICINA LO LIVRO;0.00
ARNOIA;B08;OK  -RECODRS;0.00
ARNOIA;B90;OLAÑETA, J.J (CATALAN);0.00
ARNOIA;321;OLAÑETA, JOSE J.DE;0.00
ARNOIA;D87;OLIVO AZUL, EL;0.00
ARNOIA;D59;OMBROSA;0.00
ARNOIA;435;OMEGA;0.00
ARNOIA;939;OMICRON EDICIONES;0.00
ARNOIA;H83;ONADA EDICIONS;0.00
ARNOIA;482;ONDA;0.00
ARNOIA;191;ONIRO, EDICIONES;0.00
ARNOIA;G66;OPEN PROJECT;0.00
ARNOIA;O38;OPERA OMNIA;0.00
ARNOIA;E98;OQO;0.00
ARNOIA;Q76;ORCHARD BOOKS;0.00
ARNOIA;Q97;OREAL EDICIONES;0.00
ARNOIA;Q53;ORFEU NEGRO;0.00
ARNOIA;211;ORIENTE MEDITERRANEO;0.00
ARNOIA;833;ORION PUBLISHING;0.00
ARNOIA;977;OSPREY;0.00
ARNOIA;880;OTRA ORILLA, LA;0.00
ARNOIA;734;OUVIRMOS, S.L.;0.00
ARNOIA;583;OXFORD;0.00
ARNOIA;29;OXFORD;0.00
ARNOIA;757;OXFORD;0.00
ARNOIA;185;OXFORD;0.00
ARNOIA;P80;OXFORD AGENDAS;0.00
ARNOIA;P40;OXFORD.CUADERNOS;0.00
ARNOIA;I50;OZ EDITORIAL;0.00
ARNOIA;O93;O´REILLY MEDIA;0.00
ARNOIA;231;P.U.F. (PUF);0.00
ARNOIA;P30;PACSA;0.00
ARNOIA;M54;PADILLA LIBROS;0.00
ARNOIA;H86;PAGES EDITORS;0.00
ARNOIA;267;PAGINAS DE ESPUMA EDITORIAL;0.00
ARNOIA;H13;PAI EDICIONS;0.00
ARNOIA;679;PAIDOTRIBO;0.00
ARNOIA;261;PAIDOTRIBO;0.00
ARNOIA;317;PAIS AGUILAR;0.00
ARNOIA;931;PALABRA;0.00
ARNOIA;K83;PALABRAS ALADAS;0.00
ARNOIA;O28;PALADIN COMMUNICATIONS;0.00
ARNOIA;H05;PALIDO FUEGO;0.00
ARNOIA;R16;PALIMAGE;0.00
ARNOIA;259;PALMYRA EDITORIAL;0.00
ARNOIA;I44;PAMIELA EDITORIAL;0.00
ARNOIA;265;PAMIES EDITORIAL;0.00
ARNOIA;469;PAN BOOKS;0.00
ARNOIA;Q14;PAN DE LETRAS;0.00
ARNOIA;427;PANAMERICA;0.00
ARNOIA;L50;PANINI;0.00
ARNOIA;170;PANINI FONDO;0.00
ARNOIA;335;PAPEL DE LIAR;0.00
ARNOIA;G44;PAPEL ESPECILA;0.00
ARNOIA;P63;PAPER MATE;0.00
ARNOIA;K49;PAPERSDOC;0.00
ARNOIA;D90;PAPILOSANTE;0.00
ARNOIA;E17;PARADIGMA;0.00
ARNOIA;K99;PARADISO GUTENBERG;0.00
ARNOIA;C06;PARANINFO;0.00
ARNOIA;Y99;PARNASS;0.00
ARNOIA;L46;PARNASS EDICIONS;0.00
ARNOIA;247;PARRAGON BOOKS LTD;0.00
ARNOIA;K34;PARRAGON INGLES;0.00
ARNOIA;601;PARRAMON;0.00
ARNOIA;F05;PARRAMON (CATALAN);0.00
ARNOIA;J76;PARSIFAL;0.00
ARNOIA;I32;PASADO & PRESENTE;0.00
ARNOIA;D40;PASADO & PRESENTE;0.00
ARNOIA;J59;PASOS PERDIDOS;0.00
ARNOIA;L44;PATAS DE PEIXE;0.00
ARNOIA;134;PCP;0.00
ARNOIA;Y33;PEARSON;0.00
ARNOIA;J91;PEDAGOGICA UNIVERSITARIA;0.00
ARNOIA;O59;PEN CLUBE DE GALICIA;0.00
ARNOIA;900;PENGUIN;0.00
ARNOIA;135;PENGUIN;0.00
ARNOIA;901;PENGUIN EL;0.00
ARNOIA;527;PENINSULA;0.00
ARNOIA;P54;PENTEL;0.00
ARNOIA;O30;PENTIAN;0.00
ARNOIA;Y80;PENTIAN LIBROS (IBD);0.00
ARNOIA;M97;PERGAMINHO;0.00
ARNOIA;162;PERGAMON;0.00
ARNOIA;D86;PERIFERIC EDICIONS;0.00
ARNOIA;269;PERIFERICA EDITORIAL;0.00
ARNOIA;I41;PETITAS DE CALABAZA;0.00
ARNOIA;P04;PETRUS;0.00
ARNOIA;A26;PHAIDON;0.00
ARNOIA;K75;PHAIDON PRESS;0.00
ARNOIA;P69;PHILIPS;0.00
ARNOIA;Q58;PI EDITORA;0.00
ARNOIA;790;PI KIDS;0.00
ARNOIA;137;PICADOR;0.00
ARNOIA;O90;PICARONA;0.00
ARNOIA;M44;PIEMME;0.00
ARNOIA;K56;PIGMALION EDYPRO;0.00
ARNOIA;295;PILA TELEÑA S.L.;0.00
ARNOIA;237;PILA TELEÑA, S.L.;0.00
ARNOIA;I65;PILES EDITORIAL;0.00
ARNOIA;P08;PILOT;0.00
ARNOIA;H22;PINTAR PINTAR;0.00
ARNOIA;G74;PINTO & CHINTO;0.00
ARNOIA;K22;PIPER EDITORIAL;0.00
ARNOIA;311;PIRAMIDE;0.00
ARNOIA;M32;PIRINEO;0.00
ARNOIA;266;PIRUETA EDITORIAL;0.00
ARNOIA;L90;PLACE DES VICTOIRES;0.00
ARNOIA;O58;PLAN B;0.00
ARNOIA;F15;PLANET;0.00
ARNOIA;430;PLANETA;0.00
ARNOIA;A85;PLANETA;0.00
ARNOIA;C84;PLANETA AGOSTINI;0.00
ARNOIA;J92;PLANETA BRAZIL;0.00
ARNOIA;B12;PLANETA INFANTIL;0.00
ARNOIA;942;PLATA;0.00
ARNOIA;H70;PLATAFORMA;0.00
ARNOIA;244;PLATAFORMA EDITORIAL;0.00
ARNOIA;R01;PLATANO;0.00
ARNOIA;E88;PLATEA;0.00
ARNOIA;L81;PLATEA EDICIONES;0.00
ARNOIA;O09;PLAY ACTITUDE;0.00
ARNOIA;O05;PLAYA DE AKABA;0.00
ARNOIA;975;PLAZA Y VALDES;0.00
ARNOIA;A34;PLEYADES;0.00
ARNOIA;I93;PNL;0.00
ARNOIA;R09;POBRE LOBO;0.00
ARNOIA;212;POCHE;0.00
ARNOIA;J37;POEBOOKS;0.00
ARNOIA;L23;POESIA SEÑOR HIDALGO;0.00
ARNOIA;J95;POINTS;0.00
ARNOIA;L98;POINTS;0.00
ARNOIA;752;POL;0.00
ARNOIA;149;POLEMICA;0.00
ARNOIA;C91;POLIEDRO;0.00
ARNOIA;994;POLIFEMO;0.00
ARNOIA;C02;POLIGRAFA;0.00
ARNOIA;Q17;PONCIANES EDICIONES;0.00
ARNOIA;864;PONENT / MON;0.00
ARNOIA;918;PONS;0.00
ARNOIA;342;POPULAR;0.00
ARNOIA;D13;PORCIA EDICIONES;0.00
ARNOIA;A86;PORTIC;0.00
ARNOIA;K41;PORTO EDITORA;0.00
ARNOIA;481;POSITIVAS;0.00
ARNOIA;P27;POST  -IT;0.00
ARNOIA;P94;POST  -IT;0.00
ARNOIA;905;POSTERMIL;0.00
ARNOIA;997;POTRUS/ARAZONIA;0.00
ARNOIA;475;PPC;0.00
ARNOIA;P88;PRAGER;0.00
ARNOIA;B29;PRAXIS;0.00
ARNOIA;C71;PRE  -TEXTOS;0.00
ARNOIA;544;PRENSA IBERICA;0.00
ARNOIA;E43;PRENSAS UNIV.ZARAGOZA;0.00
ARNOIA;E92;PRENSAS UNIVERSITARIAS;0.00
ARNOIA;171;PRENTICE;0.00
ARNOIA;O23;PRESENÇA;0.00
ARNOIA;O10;PRESENCIA EDICIONES;0.00
ARNOIA;223;PRESSES DE LA CITE;0.00
ARNOIA;235;PRESSES POCKET;0.00
ARNOIA;L35;PRESSES POCKET;0.00
ARNOIA;O51;PRIME BOOKS;0.00
ARNOIA;832;PRIMERA PERSONA;0.00
ARNOIA;J99;PRINCETON;0.00
ARNOIA;D63;PRINCIPAL;0.00
ARNOIA;B75;PRINCIPAL DE LOS LIBROS;0.00
ARNOIA;O12;PRINCIPIA;0.00
ARNOIA;P10;PRITT;0.00
ARNOIA;P85;PRITT;0.00
ARNOIA;A69;PROA EDICIONS;0.00
ARNOIA;I74;PRODIDACTA;0.00
ARNOIA;C54;PROFIT;0.00
ARNOIA;I58;PROMOLIBRO;0.00
ARNOIA;E90;PROMOPRESS;0.00
ARNOIA;E04;PROMOTORA GENERAL ESTURIDIOS;0.00
ARNOIA;F66;PROMOTORA PRENSA;0.00
ARNOIA;H71;PROTEUS;0.00
ARNOIA;B70;PROTEUS;0.00
ARNOIA;J36;PROTOCOLO EDICIONES;0.00
ARNOIA;516;PROXECTO SECULO 21;0.00
ARNOIA;P09;PRYSE;0.00
ARNOIA;H27;PUBLI CORINTI;0.00
ARNOIA;Y67;PUBLINDUSTRIA (IBD);0.00
ARNOIA;921;PUCK;0.00
ARNOIA;868;PUERTO NORTE SUR;0.00
ARNOIA;230;PUG;0.00
ARNOIA;I49;PULP BOOKS;0.00
ARNOIA;C64;PULP BOOKS;0.00
ARNOIA;M98;PUNTO EN BOCA;0.00
ARNOIA;H19;PUNTO GUE;0.00
ARNOIA;654;PUNTO LECTURA;0.00
ARNOIA;M99;PUNTO ROJO;0.00
ARNOIA;Y76;PUNTO ROJO (IBD);0.00
